Step,HeadX,HeadY,Hunger,Tension,V,DetK
  270,     84.8149115877,      6.8305207426,      0.2079881790,      0.0006716546,      0.1070435312,      1.0000000000
  271,     84.9112218927,      6.8296586835,      0.2085776905,      0.0006735548,      0.1070380375,      1.0000000000
  272,     85.0074906075,      6.8287948806,      0.2091671450,      0.0006754569,      0.1070379537,      1.0000000000
  273,     83.3018505015,      6.8440971616,      0.2102591639,      0.0006773250,      0.4283553441,      1.0000000000
  274,     83.4007161009,      6.8432462791,      0.2108486740,      0.0006791949,      0.1073659817,      1.0000000000
  275,     83.4995203915,      6.8423938325,      0.2114381309,      0.0006810667,      0.1073621161,      1.0000000000
  276,     83.5982943174,      6.8415395409,      0.2120275260,      0.0006829403,      0.1073643986,      1.0000000000
  277,     83.6970809956,      6.8406830087,      0.2126168478,      0.0006848157,      0.1073752538,      1.0000000000
  278,     82.0877757336,      6.8546343617,      0.2136711721,      0.0006866590,      0.4067231509,      1.0000000000
  279,     82.1888595737,      6.8537912336,      0.2142605950,      0.0006885043,      0.1076546806,      1.0000000000
  280,     82.2899185443,      6.8529462222,      0.2148499535,      0.0006903514,      0.1076581477,      1.0000000000
  281,     82.3909991740,      6.8520989163,      0.2154392353,      0.0006922004,      0.1076708001,      1.0000000000
  282,     82.4921686226,      6.8512487178,      0.2160284222,      0.0006940513,      0.1076967174,      1.0000000000
  283,     80.9688203852,      6.8640482888,      0.2170501435,      0.0006958718,      0.3876833809,      1.0000000000
  284,     81.0719650191,      6.8632122585,      0.2176394839,      0.0006976943,      0.1079224610,      1.0000000000
  285,     81.1751326887,      6.8623739583,      0.2182287463,      0.0006995187,      0.1079354034,      1.0000000000
  286,     81.2783920233,      6.8615327972,      0.2188179127,      0.0007013450,      0.1079618140,      1.0000000000
  287,     81.3818458208,      6.8606878854,      0.2194069561,      0.0007031732,      0.1080084058,      1.0000000000
  288,     79.9366722429,      6.8724884350,      0.2203999827,      0.0007049726,      0.3706024710,      1.0000000000
  289,     80.0417361360,      6.8716587324,      0.2209892429,      0.0007067740,      0.1081716378,      1.0000000000
  290,     80.1468861014,      6.8708262978,      0.2215784082,      0.0007085773,      0.1081968915,      1.0000000000
  291,     80.2522220391,      6.8699902900,      0.2221674529,      0.0007103826,      0.1082416443,      1.0000000000
  292,     80.3578996343,      6.8691493954,      0.2227563367,      0.0007121899,      0.1083167933,      1.0000000000
  293,     78.9853139234,      6.8800689958,      0.2237236483,      0.0007139698,      0.3549628311,      1.0000000000
  294,     79.0921619264,      6.8792444816,      0.2243128302,      0.0007157517,      0.1084028933,      1.0000000000
  295,     79.1991805137,      6.8784167152,      0.2249018955,      0.0007175356,      0.1084444964,      1.0000000000
  296,     79.3065140350,      6.8775844971,      0.2254908076,      0.0007193219,      0.1085141368,      1.0000000000
  297,     79.4143974761,      6.8767458841,      0.2260795070,      0.0007211105,      0.1086294274,      1.0000000000
  298,     78.1108196800,      6.8868766977,      0.2270233115,      0.0007228730,      0.3403102838,      1.0000000000
  299,     78.2192988373,      6.8860548827,      0.2276124216,      0.0007246375,      0.1086124629,      1.0000000000
  300,     78.3280679188,      6.8852294229,      0.2282013855,      0.0007264042,      0.1086769878,      1.0000000000
